date,"0.0:Complaints/Comments of other users (shills, trolls, etc.)",0.0:Crime/Nefarious Use of Stock Market,0.0:Data Posts/Nonsense,"0.0:Diamond Hands, Apes Vs. Hedge Funds ","0.0:MOD Posts, Many Links","0.0:New Post Links, Other Links",0.0:Press Releases/News,0.0:Short Squeeze by Holding Stock,0.0:Trading Accounts,0.0:Trading/Shorting GME,2.0:Crime/Nefarious Use of Stock Market,"2.0:Diamond Hands, Apes Vs. Hedge Funds ",2.0:Press Releases/News,"3.0:Complaints/Comments of other users (shills, trolls, etc.)",3.0:Crime/Nefarious Use of Stock Market,3.0:Data Posts/Nonsense,"3.0:Diamond Hands, Apes Vs. Hedge Funds ","3.0:MOD Posts, Many Links","3.0:New Post Links, Other Links",3.0:Press Releases/News,3.0:Short Squeeze by Holding Stock,3.0:Trading Accounts,3.0:Trading/Shorting GME,"5.0:Complaints/Comments of other users (shills, trolls, etc.)",5.0:Crime/Nefarious Use of Stock Market,5.0:Data Posts/Nonsense,"5.0:Diamond Hands, Apes Vs. Hedge Funds ","5.0:MOD Posts, Many Links","5.0:New Post Links, Other Links",5.0:Press Releases/News,5.0:Short Squeeze by Holding Stock,5.0:Trading Accounts,5.0:Trading/Shorting GME,"6.0:Complaints/Comments of other users (shills, trolls, etc.)",6.0:Crime/Nefarious Use of Stock Market,6.0:Data Posts/Nonsense,"6.0:Diamond Hands, Apes Vs. Hedge Funds ","6.0:MOD Posts, Many Links","6.0:New Post Links, Other Links",6.0:Press Releases/News,6.0:Short Squeeze by Holding Stock,6.0:Trading Accounts,6.0:Trading/Shorting GME,"7.0:Complaints/Comments of other users (shills, trolls, etc.)",7.0:Crime/Nefarious Use of Stock Market,7.0:Data Posts/Nonsense,"7.0:Diamond Hands, Apes Vs. Hedge Funds ","7.0:MOD Posts, Many Links","7.0:New Post Links, Other Links",7.0:Press Releases/News,7.0:Short Squeeze by Holding Stock,7.0:Trading Accounts,7.0:Trading/Shorting GME,all
2021-01-19,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2021-01-21,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2021-01-22,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2021-01-23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2021-01-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2021-01-25,1.0,4.0,5.0,14.0,1.0,2.0,2.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,4.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0
2021-01-26,4.0,1.0,2.0,8.0,0.0,3.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
2021-01-27,9.0,8.0,6.0,40.0,4.0,5.0,4.0,9.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,15.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0
2021-01-28,12.0,18.0,7.0,126.0,13.0,9.0,16.0,16.0,27.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,2.0,2.0,0.0,1.0,0.0,4.0,5.0,14.0,5.0,50.0,1.0,7.0,2.0,14.0,21.0,18.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,440.0
2021-01-29,8.0,8.0,6.0,94.0,20.0,4.0,7.0,12.0,16.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,9.0,4.0,34.0,3.0,7.0,7.0,11.0,3.0,22.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,324.0
2021-01-30,5.0,5.0,0.0,14.0,0.0,2.0,1.0,7.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,7.0,2.0,1.0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
2021-01-31,4.0,4.0,1.0,18.0,1.0,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,7.0,2.0,6.0,0.0,4.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0
2021-02-01,10.0,6.0,2.0,64.0,7.0,8.0,6.0,9.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,7.0,3.0,20.0,6.0,5.0,3.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210.0
2021-02-02,21.0,12.0,8.0,66.0,9.0,7.0,8.0,25.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,24.0,4.0,5.0,5.0,3.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0
2021-02-03,11.0,5.0,3.0,39.0,4.0,11.0,7.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,8.0,4.0,2.0,19.0,2.0,3.0,3.0,8.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,171.0
2021-02-04,13.0,4.0,1.0,41.0,5.0,6.0,5.0,7.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,10.0,2.0,4.0,3.0,4.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0
2021-02-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-02-08,4.0,2.0,1.0,15.0,2.0,7.0,3.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,12.0,2.0,2.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
2021-02-09,9.0,2.0,5.0,22.0,6.0,2.0,1.0,10.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,6.0,3.0,1.0,9.0,3.0,2.0,1.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2021-02-10,17.0,6.0,1.0,32.0,8.0,33.0,5.0,10.0,6.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,3.0,34.0,6.0,6.0,1.0,11.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,229.0
2021-02-11,28.0,8.0,8.0,72.0,16.0,11.0,4.0,22.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,6.0,1.0,0.0,1.0,2.0,1.0,0.0,26.0,10.0,1.0,34.0,2.0,16.0,8.0,15.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0
2021-02-12,30.0,19.0,12.0,84.0,17.0,15.0,10.0,23.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,4.0,0.0,2.0,2.0,6.0,0.0,3.0,21.0,7.0,9.0,49.0,5.0,10.0,9.0,11.0,6.0,17.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,427.0
2021-02-13,36.0,9.0,3.0,31.0,6.0,3.0,3.0,7.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,23.0,5.0,1.0,20.0,10.0,1.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0
2021-02-14,23.0,14.0,3.0,29.0,5.0,5.0,5.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,17.0,4.0,2.0,23.0,8.0,2.0,5.0,4.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0
2021-02-15,23.0,6.0,4.0,30.0,3.0,6.0,5.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,2.0,2.0,14.0,7.0,4.0,12.0,6.0,3.0,5.0,5.0,2.0,11.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,185.0
2021-02-16,18.0,4.0,2.0,15.0,5.0,2.0,3.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,13.0,1.0,3.0,10.0,6.0,5.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0
2021-02-17,13.0,12.0,1.0,33.0,4.0,4.0,9.0,5.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,4.0,2.0,15.0,6.0,11.0,8.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0
2021-02-18,164.0,75.0,8.0,134.0,40.0,26.0,41.0,32.0,21.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,11.0,5.0,1.0,8.0,1.0,1.0,2.0,7.0,0.0,2.0,79.0,49.0,5.0,91.0,30.0,18.0,22.0,21.0,16.0,20.0,4.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,991.0
2021-02-19,74.0,27.0,16.0,119.0,22.0,25.0,23.0,14.0,23.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,12.0,3.0,1.0,2.0,10.0,1.0,5.0,31.0,21.0,6.0,85.0,19.0,12.0,10.0,4.0,14.0,26.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,681.0
2021-02-20,43.0,21.0,4.0,48.0,15.0,9.0,9.0,15.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,1.0,12.0,2.0,1.0,0.0,5.0,1.0,1.0,26.0,11.0,4.0,36.0,4.0,6.0,7.0,12.0,7.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,351.0
2021-02-21,30.0,6.0,0.0,53.0,20.0,8.0,6.0,8.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,6.0,4.0,0.0,2.0,3.0,0.0,1.0,16.0,9.0,1.0,31.0,7.0,9.0,6.0,7.0,12.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,287.0
2021-02-22,49.0,18.0,19.0,105.0,20.0,11.0,5.0,26.0,11.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,6.0,4.0,1.0,1.0,2.0,0.0,5.0,22.0,8.0,5.0,63.0,10.0,10.0,7.0,14.0,11.0,14.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,501.0
2021-02-23,55.0,16.0,10.0,90.0,19.0,12.0,23.0,22.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,2.0,8.0,3.0,1.0,2.0,3.0,2.0,10.0,23.0,8.0,4.0,60.0,11.0,9.0,14.0,10.0,8.0,23.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,527.0
2021-02-24,75.0,17.0,31.0,351.0,50.0,35.0,43.0,49.0,35.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,3.0,25.0,6.0,2.0,6.0,7.0,4.0,10.0,42.0,17.0,15.0,207.0,18.0,21.0,23.0,20.0,12.0,38.0,3.0,2.0,1.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,1288.0
2021-02-25,131.0,38.0,45.0,503.0,65.0,50.0,44.0,67.0,36.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,5.0,40.0,9.0,5.0,0.0,7.0,4.0,15.0,56.0,11.0,17.0,278.0,27.0,20.0,28.0,28.0,13.0,71.0,3.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,1.0,0.0,1790.0
2021-02-26,102.0,37.0,39.0,324.0,46.0,33.0,32.0,37.0,10.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,5.0,5.0,20.0,9.0,5.0,0.0,3.0,1.0,13.0,53.0,18.0,18.0,162.0,24.0,20.0,16.0,25.0,7.0,50.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,2.0,1251.0
2021-02-27,72.0,23.0,8.0,101.0,12.0,26.0,8.0,21.0,16.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,12.0,1.0,2.0,2.0,4.0,0.0,7.0,33.0,13.0,7.0,68.0,14.0,7.0,8.0,14.0,4.0,16.0,3.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,569.0
2021-02-28,89.0,40.0,11.0,116.0,15.0,26.0,13.0,42.0,14.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,13.0,3.0,1.0,0.0,6.0,1.0,3.0,29.0,8.0,9.0,70.0,11.0,8.0,13.0,14.0,8.0,19.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,649.0
2021-03-01,98.0,17.0,22.0,153.0,30.0,20.0,15.0,32.0,24.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,17.0,3.0,1.0,0.0,7.0,0.0,5.0,35.0,18.0,13.0,78.0,10.0,10.0,6.0,8.0,5.0,23.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,734.0
2021-03-02,76.0,17.0,20.0,179.0,31.0,31.0,18.0,29.0,18.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,1.0,5.0,13.0,5.0,3.0,4.0,5.0,3.0,5.0,45.0,7.0,9.0,96.0,16.0,12.0,2.0,20.0,10.0,25.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,792.0
2021-03-03,94.0,20.0,25.0,176.0,42.0,16.0,18.0,35.0,16.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,7.0,20.0,5.0,1.0,2.0,4.0,3.0,6.0,47.0,5.0,10.0,86.0,17.0,9.0,11.0,20.0,10.0,21.0,5.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,813.0
2021-03-04,85.0,20.0,23.0,208.0,27.0,21.0,16.0,35.0,19.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,24.0,8.0,1.0,4.0,5.0,3.0,8.0,36.0,10.0,15.0,117.0,19.0,7.0,10.0,13.0,7.0,24.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,876.0
2021-03-05,101.0,23.0,25.0,205.0,25.0,20.0,12.0,27.0,21.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,20.0,7.0,2.0,2.0,6.0,2.0,11.0,45.0,10.0,14.0,114.0,15.0,8.0,9.0,7.0,8.0,28.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,850.0
